,Dates,8/9/2017,11/9/2017,12/9/2017,13/9/2017,14/9/2017,15/9/2017,18/9/2017,19/9/2017,20/9/2017,21/9/2017,22/9/2017,25/9/2017,26/9/2017,27/9/2017,28/9/2017,29/9/2017,2/10/2017,3/10/2017,4/10/2017,5/10/2017,6/10/2017,9/10/2017,10/10/2017,11/10/2017,12/10/2017,13/10/2017,16/10/2017,17/10/2017,18/10/2017,19/10/2017,20/10/2017,23/10/2017,24/10/2017,25/10/2017,26/10/2017,27/10/2017,30/10/2017,31/10/2017,1/11/2017,2/11/2017,3/11/2017,6/11/2017,7/11/2017,8/11/2017,9/11/2017,10/11/2017,13/11/2017,14/11/2017,15/11/2017,16/11/2017,17/11/2017,20/11/2017,21/11/2017,22/11/2017,23/11/2017,24/11/2017,27/11/2017,28/11/2017,29/11/2017,30/11/2017,1/12/2017,4/12/2017,5/12/2017,6/12/2017,7/12/2017,8/12/2017,11/12/2017,12/12/2017,13/12/2017,14/12/2017,15/12/2017,18/12/2017,19/12/2017,20/12/2017,21/12/2017,22/12/2017,25/12/2017,26/12/2017,27/12/2017,28/12/2017,29/12/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,15/1/2018,16/1/2018,17/1/2018,18/1/2018,19/1/2018,22/1/2018,23/1/2018,24/1/2018,25/1/2018,26/1/2018,29/1/2018,30/1/2018,31/1/2018,1/2/2018,2/2/2018,5/2/2018,6/2/2018,7/2/2018,8/2/2018,9/2/2018,12/2/2018,13/2/2018,14/2/2018,15/2/2018,16/2/2018,19/2/2018,20/2/2018,21/2/2018,22/2/2018,23/2/2018,26/2/2018,27/2/2018,28/2/2018,1/3/2018,2/3/2018,5/3/2018,6/3/2018,7/3/2018,8/3/2018,9/3/2018,12/3/2018,13/3/2018,14/3/2018,15/3/2018,16/3/2018,19/3/2018,20/3/2018,21/3/2018,22/3/2018,23/3/2018,26/3/2018,27/3/2018,28/3/2018,29/3/2018,30/3/2018,2/4/2018,3/4/2018,4/4/2018,5/4/2018,6/4/2018,9/4/2018,10/4/2018,11/4/2018,12/4/2018,13/4/2018,16/4/2018,17/4/2018,18/4/2018,19/4/2018,20/4/2018,23/4/2018,24/4/2018,25/4/2018,26/4/2018,27/4/2018,30/4/2018,1/5/2018,2/5/2018,3/5/2018,4/5/2018,7/5/2018,8/5/2018,9/5/2018,10/5/2018,11/5/2018,14/5/2018,15/5/2018,16/5/2018,17/5/2018,18/5/2018,21/5/2018,22/5/2018,23/5/2018,24/5/2018,25/5/2018,28/5/2018,29/5/2018,30/5/2018,31/5/2018,1/6/2018,4/6/2018,5/6/2018,6/6/2018,7/6/2018,8/6/2018,11/6/2018,12/6/2018,13/6/2018,14/6/2018,15/6/2018,18/6/2018,19/6/2018,20/6/2018,21/6/2018,22/6/2018,25/6/2018,26/6/2018,27/6/2018,28/6/2018,29/6/2018,2/7/2018,3/7/2018,4/7/2018,5/7/2018,6/7/2018,9/7/2018,10/7/2018,11/7/2018,12/7/2018,13/7/2018,16/7/2018,17/7/2018,18/7/2018,19/7/2018,20/7/2018,23/7/2018,24/7/2018,25/7/2018,26/7/2018,27/7/2018,30/7/2018,31/7/2018,1/8/2018,2/8/2018,3/8/2018,6/8/2018,7/8/2018,8/8/2018,9/8/2018,10/8/2018,13/8/2018,14/8/2018,15/8/2018,16/8/2018,17/8/2018,20/8/2018,21/8/2018,22/8/2018,23/8/2018,24/8/2018,27/8/2018,28/8/2018,29/8/2018,30/8/2018,31/8/2018,3/9/2018,4/9/2018,5/9/2018,6/9/2018,7/9/2018
700 HK 03/28/19 C280 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112.21,114.78,114.78,116.8,110.32,108.33,106.6,116.42,120.01,130.85,133.33,135.9,122.77,120.67,134.73,135.45,132.53,132.53,131.65,131.53,128.61,129.7,126.61,119.91,123.75,128.32,139.6,144.46,149.36,153.55,139.68,143.5,141.7,139.46,136.25,134.27,134.27,121.61,128.63,121.53,122.16,113.89,111.15,102.9,104.3,118.55,118.55,115.85,108.79,111.2,115.46,120.95,112.26,105.26,105.7,106.58,106.71,101.25,103.36,100.98,101.84,99.44,100.6,105.05,100.32,98.39,92.85,82.05,81.78,73.14,77.4,79.86,83.04,89.22,97.4,95.25,86.94,75.96,65.45,56.34,65.7,77.56,77.39,85.16,84.86,80.27,86.62,90.59,86.44,83.31,68.02,61.67,66.6,55.48,48.37,48.37
700 HK 03/28/19 C285 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115.86,106.78,102.43,107.81,110.38,110.38,112.4,105.92,103.95,102.43,112.05,115.62,126.4,128.82,131.34,118.38,116.24,130.16,130.84,127.95,127.95,127.08,126.95,124.04,125.11,122.05,115.41,119.19,123.73,134.95,139.78,144.66,148.85,135.05,138.84,137.01,134.77,131.57,129.59,129.59,117.04,120.28,116.95,117.58,109.38,106.66,98.46,99.84,113.99,113.99,111.34,104.32,106.71,110.82,116.36,107.75,100.83,101.25,102.11,102.21,96.78,98.87,96.5,97.34,92.14,96.14,100.55,95.87,93.94,88.46,77.84,77.57,69.11,73.29,75.66,78.72,84.78,92.86,90.79,82.61,71.84,61.62,52.68,61.79,73.38,73.22,80.83,80.54,76.02,82.27,86.17,82.1,79.01,64.05,57.83,62.65,51.87,45.07,45.07
700 HK 03/28/19 C290 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122.63,130.35,132.85,139.19,132.83,124.95,122.73,113.49,115.24,120.29,118.7,109.23,111.47,102.55,98.25,103.4,105.98,105.98,108,101.66,99.76,98.25,107.87,111.3,122.01,124.43,126.83,113.98,111.85,125.6,126.29,123.41,123.41,122.56,122.42,119.53,120.58,117.55,110.96,114.68,119.18,130.34,135.15,140.01,144.19,130.46,134.23,132.37,130.13,126.93,124.96,124.96,112.52,115.74,112.42,113.06,104.93,102.22,94.1,95.45,109.48,109.48,106.89,99.93,102.29,106.25,111.83,103.32,96.47,96.86,97.71,97.77,92.39,94.46,92.1,92.92,87.79,91.75,96.13,91.5,89.56,84.14,73.73,73.45,65.2,69.29,71.56,74.51,80.42,88.41,86.41,78.37,67.84,57.91,49.17,58.01,69.31,69.15,76.59,76.31,71.88,78.01,81.83,77.84,74.81,60.2,54.13,58.83,48.4,41.92,41.92
700 HK 03/28/19 C295 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122.93,122.93,122.93,121.73,111.77,111.77,118.48,126.08,128.5,134.68,128.43,119.8,118.45,109.32,110.98,115.9,110.93,105.05,107.15,98.37,94.07,99.22,101.76,101.76,103.65,97.47,95.57,94.22,103.7,107.12,117.62,120.04,122.44,109.67,107.45,121.15,121.79,118.93,118.93,118.1,117.94,115.08,116.12,113.11,106.58,110.24,114.69,125.79,130.57,135.4,139.57,125.93,129.66,127.77,125.53,122.33,120.38,120.38,108.06,114.59,107.96,108.6,100.55,97.86,89.83,91.14,105.04,105.04,102.51,95.62,97.94,101.75,107.35,98.95,92.18,92.56,93.38,93.41,88.07,90.12,87.78,88.58,83.53,87.44,91.78,87.22,85.27,79.92,69.73,69.45,61.41,65.4,67.57,70.39,76.15,84.03,82.12,74.23,63.95,54.33,45.79,54.37,65.35,65.19,72.45,72.19,67.84,73.85,77.59,73.69,70.71,56.47,50.56,55.14,45.08,38.93,38.93
700 HK 03/28/19 C300 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147.59,143.47,151.47,154.62,166.3,168.75,169.22,174.31,171.43,168.34,172.82,168.86,151.99,129.74,134.4,139.31,121.27,118.78,118.78,118.78,117.58,107.9,107.9,114.33,121.81,124.35,126.58,124.15,115.65,114.16,105.16,106.81,111.58,106.76,100.87,102.96,94.19,90,95.03,100.51,100.51,99.46,93.29,91.44,90.31,99.53,102.95,113.37,115.71,118.05,105.49,103.27,116.75,117.35,114.52,114.52,113.71,116.94,110.69,111.71,108.73,102.28,105.86,110.27,121.29,126.03,130.84,135,121.45,125.14,123.22,120.98,117.79,115.85,115.85,103.68,106.88,103.56,104.21,96.24,93.58,88.21,86.92,100.67,100.67,98.2,91.38,93.66,97.33,102.94,94.66,87.99,88.34,89.14,89.13,83.84,85.87,83.54,84.32,79.35,83.22,87.52,83.02,81.07,75.79,65.84,65.55,57.74,61.63,63.7,66.39,71.98,79.74,77.92,70.2,60.19,50.89,42.12,50.85,61.51,61.36,68.41,68.17,63.92,69.8,73.45,69.64,66.73,52.88,47.14,51.59,41.91,37.16,35.21
700 HK 03/28/19 C310 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,146.71,137.04,127.4,139.36,135.28,143.23,146.37,157.59,160.04,160.5,165.6,162.72,159.68,164.12,160.15,143.49,121.91,126.13,131.03,113.4,110.99,110.99,110.99,109.55,100.15,100.15,106.44,110.24,116.04,121.82,115.61,107.51,105.91,97.26,98.6,103.23,98.48,92.76,94.7,86.32,82.17,86.96,89.45,89.45,91.17,85.38,83.59,82.61,91.7,94.92,105.02,107.36,109.55,97.21,94.91,108.12,108.66,105.89,105.89,105.13,104.92,102.13,103.11,100.2,93.9,97.34,101.63,112.47,117.13,121.88,126.01,112.67,116.29,114.3,112.06,108.9,106.98,106.98,95.13,98.22,94.99,95.65,87.88,85.27,77.54,78.74,92.16,92.16,89.83,83.17,85.37,88.75,94.35,86.33,79.87,80.17,80.92,80.84,75.67,77.64,75.36,76.08,71.31,75.07,79.26,74.92,72.95,67.85,58.43,58.13,50.79,54.47,56.33,58.74,63.97,71.45,69.83,62.47,53.04,44.41,37.44,44.25,54.2,55.21,62.52,60.49,58.14,63.42,67.44,63.2,60.89,46.12,40.73,44.9,37.1,31.75,29.58
700 HK 03/28/19 C320 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,138.52,129.36,119.71,131.59,127.59,135.26,138.14,149.32,151.65,152,157.08,154.39,151.44,155.78,151.86,135.3,114.21,118.27,122.92,105.67,103.25,103.25,103.25,101.79,92.91,92.91,98.68,102.48,108.18,113.64,107.6,99.73,95.05,89.55,90.78,95.2,90.66,84.94,86.87,78.74,74.77,79.15,81.62,81.62,83.33,77.76,76.11,75.4,84.12,87.1,97.06,99.29,101.24,89.37,87.06,99.75,100.27,97.56,97.56,96.86,96.61,93.88,94.82,91.99,85.87,89.14,93.31,103.92,108.49,113.16,117.26,104.17,107.7,105.64,103.41,100.27,98.39,98.39,86.91,92.61,86.75,87.41,79.88,77.34,69.85,70.97,83.99,83.99,81.82,75.34,77.45,80.55,86.09,78.37,72.14,72.39,73.1,72.94,67.91,69.82,67.59,68.25,63.7,67.34,71.4,67.23,65.27,60.37,51.52,51.22,44.38,47.84,49.48,51.61,56.44,63.59,62.19,55.22,46.43,39.66,31.68,38.23,47.43,47.31,53.48,53.31,49.5,54.75,57.99,54.63,52.01,39.93,35.28,38.79,31.65,26.95,24.64
700 HK 03/28/19 C330 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,117.78,130.83,121.68,112.44,123.91,119.91,127.58,130.44,141.07,143.39,143.74,148.83,146.14,143.2,147.53,143.61,127.37,106.97,110.54,115.19,98.47,96.15,96.15,96.15,94.44,85.79,85.79,91.5,95.14,100.41,102.57,96.83,92.3,90.42,82.38,83.34,87.38,83.15,77.66,79.41,71.53,67.64,71.92,74.35,74.35,75.88,70.52,68.88,68.58,76.91,79.89,89.27,91.46,93.41,81.87,79.5,91.82,92.2,89.57,89.57,88.92,88.64,85.98,86.87,84.13,78.21,81.31,85.33,95.68,100.14,104.71,108.78,95.98,99.4,97.28,95.06,91.96,90.11,90.11,79.06,81.97,78.88,79.55,72.28,69.81,62.6,63.63,76.2,76.2,74.2,67.93,69.94,72.76,78.19,70.81,64.85,65.05,65.7,65.46,60.61,62.44,60.28,60.87,56.57,60.06,63.97,60,58.05,53.39,45.14,44.83,39.69,41.75,43.17,45.01,49.43,56.22,55.02,48.5,40.37,34.16,26.65,33.77,41.22,41.62,46.8,47.85,44.39,48.98,51.01,47.9,45.45,35.1,29.79,34.27,26.76,22.72,21.17
700 HK 03/28/19 C340 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,110.68,123.15,114.53,105.4,116.64,112.82,120.08,122.75,133.3,135.46,135.68,140.72,138.27,135.48,139.63,135.79,116.2,99.91,103.31,107.65,91.37,89.04,89.04,89.04,87.32,79.29,79.29,84.38,88.02,93.25,95.31,89.69,85.15,83.05,75.46,76.16,80.17,75.96,70.62,72.2,64.87,61.13,65.03,67.36,67.36,68.69,63.83,62.33,62.06,70.18,72.88,82.06,84.17,85.84,74.65,72.26,84.13,84.48,81.94,81.94,81.35,81.03,78.45,79.29,76.65,70.96,76.08,77.72,87.78,92.11,96.58,100.59,88.13,91.43,89.25,87.05,84,82.19,82.19,71.6,76.64,71.4,72.08,65.11,62.72,55.82,56.77,68.83,68.83,66.99,60.96,62.86,65.42,70.7,63.68,58.01,58.16,58.76,58.45,53.79,55.54,53.45,53.98,49.94,53.26,57.02,53.25,51.33,47.93,39.3,39.79,34.24,37.19,38.54,38.99,42.98,49.36,48.38,42.32,35.05,28.91,22.13,28.77,36.55,35.74,40.67,40.57,38.32,41.81,44.56,41.72,40.52,29.67,25.07,29.14,22.42,19.03,19.4
700 HK 03/28/19 C350 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103.62,116.02,107.5,101.58,112.89,105.78,115.66,115.58,125.6,127.76,127.97,137.01,130.57,127.79,135.9,128.1,109.15,96.04,99.1,103.57,84.84,85.11,85.11,85.11,83.12,75.07,75.07,77.96,81.39,86.12,90.82,82.74,78.47,76.4,69,69.58,73.14,69.32,64.12,65.65,58.41,54.96,58.51,60.84,60.84,62.16,57.39,56.05,56.17,63.67,66.36,75.07,77.02,78.62,68.03,65.61,76.88,77.13,74.69,74.69,74.16,73.81,71.32,72.11,69.57,64.12,66.83,70.52,80.23,84.43,88.78,92.73,80.64,83.81,81.57,79.4,76.41,74.66,74.66,64.57,67.26,64.36,65.03,58.38,56.09,49.52,50.38,61.89,61.89,60.22,54.46,56.24,58.55,63.63,57.01,51.65,51.75,52.29,51.91,47.47,49.13,47.13,47.6,43.84,46.98,50.55,47.01,45.13,40.99,34.5,34.28,29.2,31.8,33.19,34.49,38.21,43.05,42.27,37.43,29.9,24.5,18.38,24.31,31.21,30.52,35.76,35.62,32.83,36.57,39.61,36.38,34.88,24.98,20.93,24.61,18.68,15.85,16.21
700 HK 03/28/19 C360 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97.04,108.97,100.82,95.07,105.86,99.18,108.58,108.53,118.3,120.28,120.36,129.08,123.12,120.54,128.19,120.74,102.14,89.51,92.28,96.37,80.8,78.53,78.53,78.53,76.5,69.11,69.11,71.54,74.98,79.69,84.07,76.31,72.03,67.75,62.88,63.12,66.64,62.82,57.97,59.28,52.66,49.21,52.6,54.8,54.8,55.91,51.58,50.25,50.41,57.83,60.22,68.55,70.5,71.88,61.57,59.17,72.13,70.19,67.84,67.84,67.37,66.99,64.6,65.33,62.91,59.46,60.23,65.41,73.08,77.12,81.33,85.21,73.53,76.57,74.28,72.14,69.22,67.53,67.53,57.99,60.54,57.75,58.42,52.12,49.93,43.72,44.49,55.4,55.4,53.91,48.42,50.09,52.16,57.02,50.8,45.77,45.82,46.31,45.87,42.91,43.22,41.32,41.73,39.24,41.2,44.58,41.78,39.68,35.78,29.59,29.37,25.02,27.1,28.36,29.39,32.75,38.05,36.91,32.12,25.39,20.66,15.49,20.42,26.49,25.98,30.61,30.53,27.95,31.32,34.04,31.11,29.84,20.99,17.39,20.75,15.48,13.06,12
700 HK 03/28/19 C370 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90.7,102.29,94.5,88.55,99.35,92.85,101.86,101.81,111.24,113.21,113.29,121.8,116.07,113.49,120.93,113.68,95.8,83.14,85.7,89.79,72.54,72.6,72.6,72.6,70.4,63.3,63.3,65.86,69.04,73.26,77.46,72.15,66.08,62.06,57.18,57.39,60.47,57.07,52.23,53.53,47.14,45.33,48.3,49.04,49.04,50.14,46.1,44.94,46.3,52.08,54.46,62.38,64.16,65.34,55.79,53.36,65.38,63.64,61.4,61.4,62.83,60.59,58.3,58.98,56.68,51.77,54.08,57.38,66.33,70.2,74.27,78.05,66.82,69.71,67.39,65.29,62.46,60.83,60.83,51.85,54.27,51.6,52.26,46.32,44.24,39.57,40.27,49.38,49.38,48.06,44.15,45.02,46.26,50.86,45.07,41.14,41.59,42.04,41.54,37.46,38.37,37.1,37.15,34,36.42,39.81,36.45,34.53,30.89,25.33,24.8,21.2,22.87,24.09,24.92,27.87,32.67,31.71,27.42,21.47,17.31,12.79,17.09,22.41,22.02,26.06,25.93,23.69,26.72,29.12,26.56,25.37,17.5,14.36,17.26,12.78,10.77,11.25
